stable_identity,defining_plugin,local_formid,runtime_formid,winning_plugin,editor_id,display_name,race,creature_type,sex,model,voice_type,template,placed_references,leveled_references,dialogue_references,total_references,deleted,initially_disabled,classification,classification_reason,profile_id
BrokenSteel.esm|00005815,BrokenSteel.esm,00005815,09005815,TaleOfTwoWastelands.esm,DLC03EncounterPPDeadMirelurk02,Mirelurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,,DLC03DeadMirelurk02 [CREA:090056BD],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mirelurk
BrokenSteel.esm|00006430,BrokenSteel.esm,00006430,09006430,BrokenSteel.esm,DLC03PresMetroEncTurretCeil,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00006444,BrokenSteel.esm,00006444,09006444,BrokenSteel.esm,DLC03PresMetroLvlRobot,,,,unknown,marker_creature.nif,,EncRobot [LVLC:000235A0],0,0,0,17,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00006449,BrokenSteel.esm,00006449,09006449,BrokenSteel.esm,DLC03PresMetroCeilTurret,,,,unknown,marker_creature.nif,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000064A3,BrokenSteel.esm,000064A3,090064A3,TaleOfTwoWastelands.esm,DLC03PresMetroGhoul01DEAD,Feral Ghoul,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],CrFeralGhoul1ADC [CREA:0609FAFA],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,feral_ghoul
BrokenSteel.esm|000064A5,BrokenSteel.esm,000064A5,090064A5,TaleOfTwoWastelands.esm,DLC03PresMetroGhoul02DEAD,Feral Ghoul,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],,0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,feral_ghoul
BrokenSteel.esm|000064A6,BrokenSteel.esm,000064A6,090064A6,BrokenSteel.esm,DLC03PresMetroFeralGhoul01,,,,unknown,,,EncFeralGhoulDC [LVLC:060235A7],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
BrokenSteel.esm|000064A9,BrokenSteel.esm,000064A9,090064A9,BrokenSteel.esm,DLC03PresMetroFeralGhoul02,,,,unknown,,,EncFeralGhoulDC [LVLC:060235A7],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
BrokenSteel.esm|000064AC,BrokenSteel.esm,000064AC,090064AC,BrokenSteel.esm,DLC03PresMetroFeralGhoul03,,,,unknown,,,EncFeralGhoulDC [LVLC:060235A7],0,0,0,19,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
BrokenSteel.esm|000064BD,BrokenSteel.esm,000064BD,090064BD,BrokenSteel.esm,DLC03PresMetroLvlRobotWave01,,,,unknown,marker_creature.nif,,EncRobot [LVLC:000235A0],0,0,0,7,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000064C9,BrokenSteel.esm,000064C9,090064C9,BrokenSteel.esm,DLC03PresMetroTurretWave01,,,,unknown,marker_creature.nif,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000064D6,BrokenSteel.esm,000064D6,090064D6,TaleOfTwoWastelands.esm,DLC03PresMetroLvlRobotBoss,Presidential Metro Sentinel Unit,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotGLDC [CREA:0601CF8A],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00006520,BrokenSteel.esm,00006520,09006520,TaleOfTwoWastelands.esm,DLC03WQ03SunOfAtom,Atom's Champion,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],DLC03CrFeralGhoul4A [CREA:000E2C18],0,0,13,14,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
BrokenSteel.esm|00006FD0,BrokenSteel.esm,00006FD0,09006FD0,BrokenSteel.esm,DLC03LvlRobotEnclave,,,,unknown,,,DLC03EncRobotEnclave [LVLC:09009AD9],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000074B1,BrokenSteel.esm,000074B1,090074B1,BrokenSteel.esm,DLC03PresMetroAlarmTurret,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00007E36,BrokenSteel.esm,00007E36,09007E36,TaleOfTwoWastelands.esm,DLC03WQ03CrGlowingApostle,Sun of Atom,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],,0,0,13,15,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
BrokenSteel.esm|00008899,BrokenSteel.esm,00008899,09008899,BrokenSteel.esm,DLC03LvlTurretCeilingEnclave,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|000088F3,BrokenSteel.esm,000088F3,090088F3,TaleOfTwoWastelands.esm,DLC03SentryBotGLArmory,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC03CrSentryBotGLEnclave [CREA:000E2C00],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00008CBC,BrokenSteel.esm,00008CBC,09008CBC,BrokenSteel.esm,DLC03LvlTurretCeilingEnclaveMB,,,,unknown,marker_creature.nif,,DLC03LvlTurretCeilingEnclave [CREA:09008899],0,0,0,5,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00008CBD,BrokenSteel.esm,00008CBD,09008CBD,TaleOfTwoWastelands.esm,DLC03SentryBotGLEnclaveMB,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC03CrSentryBotGLEnclave [CREA:000E2C00],0,0,0,7,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00008CC0,BrokenSteel.esm,00008CC0,09008CC0,BrokenSteel.esm,DLC03MisterGutsyEnclaveMB,Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],DLC03CrMisterGutsyEnclave [CREA:000E2BFD],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|00008CCF,BrokenSteel.esm,00008CCF,09008CCF,TaleOfTwoWastelands.esm,DLC03CrTurret04EnclaveMB,Mark VIII Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],DLC03CrTurret04 [CREA:000E2C02],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|0000946B,BrokenSteel.esm,0000946B,0900946B,TaleOfTwoWastelands.esm,DLC03DeathClawEnclaveBase,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClawEnclave [CREA:0001CF72],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
BrokenSteel.esm|00009518,BrokenSteel.esm,00009518,09009518,BrokenSteel.esm,DLC03PowerWorksEmployeeCargo,,,,unknown,marker_creature.nif,,EncRobot [LVLC:000235A0],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
BrokenSteel.esm|00009519,BrokenSteel.esm,00009519,09009519,BrokenSteel.esm,DLC03PowerWorksEmployeeVats,,,,unknown,,,EncRobot [LVLC:000235A0],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
BrokenSteel.esm|00009AE1,BrokenSteel.esm,00009AE1,09009AE1,TaleOfTwoWastelands.esm,DLC03SentryBotMGEnclaveStiggs,Sparky,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],DLC03CrSentryBotMGEnclave [CREA:000E2C01],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
BrokenSteel.esm|0000AD89,BrokenSteel.esm,0000AD89,0900AD89,TaleOfTwoWastelands.esm,DLC03CrRadscorpion3Albino,Albino Radscorpion,,,unknown,Creatures\Radscorpion\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,15,0,6,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,albino_radscorpion
BrokenSteel.esm|0000B81E,BrokenSteel.esm,0000B81E,0900B81E,BrokenSteel.esm,DLC03WQ03MotherCurieGhoul,Mother Curie III,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],DLC03CrFeralGhoul4A [CREA:000E2C18],0,0,0,2,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
BrokenSteel.esm|0000BB36,BrokenSteel.esm,0000BB36,0900BB36,BrokenSteel.esm,DLC03WQWaterBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC03CrBrahminPackWater [CREA:000E2C16],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
BrokenSteel.esm|0000CF37,BrokenSteel.esm,0000CF37,0900CF37,TaleOfTwoWastelands.esm,DLC03zCarTunnelTurretDC,Mark VI Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],CrTurret03SteelDC [CREA:06086472],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|000035DB,PointLookout.esm,000035DB,0A0035DB,PointLookout.esm,DLC04MQ02LvlTurretCeiling1024,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|00006646,PointLookout.esm,00006646,0A006646,TaleOfTwoWastelands.esm,DLC04DesmondDog01,Freki,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDogViciousDC [CREA:0601CFA3],0,0,0,1,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
PointLookout.esm|0000732E,PointLookout.esm,0000732E,0A00732E,PointLookout.esm,DLC04FF05Protectron,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,DLC04RobotVoice [VTYP:0A00A884],CrProtectronDC [CREA:0601CF8F],0,0,5,6,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|00008807,PointLookout.esm,00008807,0A008807,TaleOfTwoWastelands.esm,DLC04CrSwampGhoul,Swamp Ghoul,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],CrFeralGhoul1ADC [CREA:0609FAFA],0,5,0,13,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamp_ghoul
PointLookout.esm|00009BF5,PointLookout.esm,00009BF5,0A009BF5,PointLookout.esm,DLC04FF06Ghoul01,,,,unknown,,,DLC04FF06EncFeralGhoul [LVLC:0A01115A],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
PointLookout.esm|00009C09,PointLookout.esm,00009C09,0A009C09,TaleOfTwoWastelands.esm,DLC04FF06GhoulPassive,Swamp Ghoul,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],DLC04CrSwampGhoul [CREA:0A008807],0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamp_ghoul
PointLookout.esm|0000A56C,PointLookout.esm,0000A56C,0A00A56C,TaleOfTwoWastelands.esm,DLC04crSwamplurkQueen,Swamplurk Queen,,,unknown,Creatures\MirelurkKing\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,3,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamplurk_queen
PointLookout.esm|0000B001,PointLookout.esm,0000B001,0A00B001,TaleOfTwoWastelands.esm,DLC04crSwamplurk,Swamplurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk1 [CREA:0001CF83],0,3,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamplurk
PointLookout.esm|0000B850,PointLookout.esm,0000B850,0A00B850,TaleOfTwoWastelands.esm,DLC04LabProtectronBrain,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,19,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|0000C1DE,PointLookout.esm,0000C1DE,0A00C1DE,PointLookout.esm,DLC04LvlGhoul,,,,unknown,,,DLC04EncFeralGhoul [LVLC:0A00D85E],0,0,0,48,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
PointLookout.esm|0000C1DF,PointLookout.esm,0000C1DF,0A00C1DF,PointLookout.esm,DLC04LvlSwampFolkRanged,,,,unknown,,,DLC04EncSwampFolkRanged [LVLC:0A0107BF],0,0,0,20,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|0000C1E1,PointLookout.esm,0000C1E1,0A00C1E1,PointLookout.esm,DLC04LvlMirelurk,,,,unknown,,,DLC04EncMirelurk [LVLC:0A00DA31],0,0,0,46,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
PointLookout.esm|0000C1E2,PointLookout.esm,0000C1E2,0A00C1E2,PointLookout.esm,DLC04LvlNuisance,,,,unknown,,,DLC04EncNuisance [LVLC:0A0102F2],0,0,0,4,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
PointLookout.esm|0000C1E7,PointLookout.esm,0000C1E7,0A00C1E7,TaleOfTwoWastelands.esm,DLC04DesmondDog03,Geri,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDogWastelander [CREA:00076926],0,0,0,1,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
PointLookout.esm|0000C9C2,PointLookout.esm,0000C9C2,0A00C9C2,TaleOfTwoWastelands.esm,DLC04CagedSwamplurk,Swamplurk,,,unknown,Creatures\Mirelurk\Skeleton2.nif,VoiceDoNotRecordF [VTYP:00094EED],DLC04crSwamplurk [CREA:0A00B001],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamplurk
PointLookout.esm|0000D5D7,PointLookout.esm,0000D5D7,0A00D5D7,TaleOfTwoWastelands.esm,DLC04LabRobobrainSentry,Robobrain Sentry,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrainDC [VTYP:06019FDE],CrRobobrainDC [CREA:0601CF89],0,0,0,8,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|0000E1A1,PointLookout.esm,0000E1A1,0A00E1A1,TaleOfTwoWastelands.esm,DLC04LabRoundRoomRobobrainSentry,Robobrain Sentry,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrainDC [VTYP:06019FDE],CrRobobrainDC [CREA:0601CF89],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|0000E76E,PointLookout.esm,0000E76E,0A00E76E,TaleOfTwoWastelands.esm,DLC04crSwampFolk1Ranged,Scrapper,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelSmall [VTYP:0A00A881],,0,6,0,7,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|0000E76F,PointLookout.esm,0000E76F,0A00E76F,TaleOfTwoWastelands.esm,DLC04crSwampFolk3Ranged,Creeper,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelSmall [VTYP:0A00A881],,0,6,0,6,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|0000E770,PointLookout.esm,0000E770,0A00E770,TaleOfTwoWastelands.esm,DLC04crSwampFolk5Melee,Bruiser,,,unknown,DLC04\Creatures\Hillfolk1\Skeleton.nif,DLC04MaleYokelLarge [VTYP:0A00A882],,0,6,0,8,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|0000E771,PointLookout.esm,0000E771,0A00E771,TaleOfTwoWastelands.esm,DLC04crSwampFolk2Ranged,Brawler,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelMedium [VTYP:0A0112E9],,0,6,0,6,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|0000EA7E,PointLookout.esm,0000EA7E,0A00EA7E,TaleOfTwoWastelands.esm,DLC04StoreProtectron,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],DLC04CrProtectron [CREA:0A00EA7F],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|0000EA7F,PointLookout.esm,0000EA7F,0A00EA7F,PointLookout.esm,DLC04CrProtectron,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
PointLookout.esm|0000ECF9,PointLookout.esm,0000ECF9,0A00ECF9,TaleOfTwoWastelands.esm,DLC04CrYaoGuai,Ruzka,,,unknown,Creatures\YaoGuai\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrYaoGuai [CREA:0601CFA0],0,0,0,1,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
PointLookout.esm|0000F7A8,PointLookout.esm,0000F7A8,0A00F7A8,TaleOfTwoWastelands.esm,DLC04crSwamplurkDead,Swamplurk,,,unknown,Creatures\Mirelurk\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk1 [CREA:0001CF83],0,0,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamplurk
PointLookout.esm|0000FAE2,PointLookout.esm,0000FAE2,0A00FAE2,TaleOfTwoWastelands.esm,DLC04BlackhallManorSwampFolk03DEAD,Creeper,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelSmall [VTYP:0A00A881],DLC04crSwampFolk3Melee [CREA:0A0107BB],0,0,0,1,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|0000FCAD,PointLookout.esm,0000FCAD,0A00FCAD,TaleOfTwoWastelands.esm,DLC04crSwamplurkDeadBearTrap,Swamplurk,,,unknown,Creatures\Mirelurk\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMirelurk1 [CREA:0001CF83],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,swamplurk
PointLookout.esm|00010089,PointLookout.esm,00010089,0A010089,PointLookout.esm,DLC04LvlSwampfolkRitualToAltarRanged,,,,unknown,marker_creature.nif,,DLC04LvlSwampFolkRanged [CREA:0A00C1DF],0,0,0,3,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|00010346,PointLookout.esm,00010346,0A010346,PointLookout.esm,DLC04CrDogVicious,Vicious Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDogViciousDC [CREA:0601CFA3],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,vicious_dog
PointLookout.esm|0001034B,PointLookout.esm,0001034B,0A01034B,PointLookout.esm,DLC04CrBloatFly,Bloatfly,,,unknown,Creatures\Blowfly\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrBloatFly [CREA:0009189C],0,3,0,2,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,bloatfly
PointLookout.esm|0001034D,PointLookout.esm,0001034D,0A01034D,PointLookout.esm,DLC04CrMoleRat,Mole Rat,,,unknown,Creatures\MoleRat\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMoleRat [CREA:0001CF9F],0,3,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,mole_rat
PointLookout.esm|000106AD,PointLookout.esm,000106AD,0A0106AD,TaleOfTwoWastelands.esm,DLC04CrFeralGhoul4A,Feral Ghoul Reaver,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],,0,3,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,feral_ghoul_reaver
PointLookout.esm|000107B9,PointLookout.esm,000107B9,0A0107B9,TaleOfTwoWastelands.esm,DLC04crSwampFolk1Melee,Scrapper,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelSmall [VTYP:0A00A881],,0,6,0,12,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|000107BA,PointLookout.esm,000107BA,0A0107BA,TaleOfTwoWastelands.esm,DLC04crSwampFolk2Melee,Brawler,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelMedium [VTYP:0A0112E9],,0,6,0,7,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|000107BB,PointLookout.esm,000107BB,0A0107BB,TaleOfTwoWastelands.esm,DLC04crSwampFolk3Melee,Creeper,,,unknown,DLC04\Creatures\Hillfolk2and3\Anims\Skeleton.nif,DLC04MaleYokelSmall [VTYP:0A00A881],,0,6,0,8,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|000107BC,PointLookout.esm,000107BC,0A0107BC,TaleOfTwoWastelands.esm,DLC04crSwampFolk4Melee,Tracker,,,unknown,DLC04\Creatures\Hillfolk1\Skeleton.nif,DLC04MaleYokelLarge [VTYP:0A00A882],,0,6,0,8,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|000107BD,PointLookout.esm,000107BD,0A0107BD,PointLookout.esm,DLC04LvlSwampFolkMelee,,,,unknown,,,DLC04EncSwampFolkMelee [LVLC:0A0107C1],0,0,0,12,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|000107BE,PointLookout.esm,000107BE,0A0107BE,PointLookout.esm,DLC04LvlSwampFolkRandom,,,,unknown,,,DLC04EncSwampFolkRandom [LVLC:0A0107C0],0,0,0,13,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
PointLookout.esm|00010A69,PointLookout.esm,00010A69,0A010A69,PointLookout.esm,DLC04LvlSwampFolkGrenadier,,,,unknown,,,DLC04EncSwampFolkRanged [LVLC:0A0107BF],0,0,0,1,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
